"ID","Name","Active users","Contacts","Number of appointments booked","Total Emails","Inbound Emails","Outbound Emails","Total Text messages","Inbound Text messages","Outbound Text messages","Total Calls","Inbound Calls","Outbound Calls","Inbound Call Duration (hours)","Outbound Call Duration (hours)","Form Submissions","Survey Submissions","Facebook Lead Form Submissions","GBP Messages","Inbound GBP Messages","Outbound GBP Messages","Total Instagram Messages","Inbound Instagram Messages","Outbound Instagram Messages","Total Facebook Messages","Inbound Facebook Messages","Outbound Facebook Messages","Reviews","Google Reviews","Facebook Reviews","Positive reviews","Negative reviews","Sites Created - Funnels","Sites Created - Websites","Sites Created - Forms","Sites Created - Surveys"
"UTIM9kZ1o5AhyaDeYCz9","""(DELETE) Oakville Chrysler Dodge Jeep Ram""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lo3qhbGEZNRLheKkQoiQ","""518 Auto Sales""",0,382,53,1569,55,1514,6750,2066,4684,34,34,0,"1.20","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iKQr4rCT9bU4iPFDkmPy","""712 Auto Sales""",2,81,15,361,17,344,1280,360,920,12,4,8,"0.03","0.11",45,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0
"zI5vdUEjfYgyR8QqcAdQ","""715 Motor Haus""",2,0,0,6,0,6,53,10,43,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"heweDcsexBjRmPVJJGJg","""802 Honda""",10,77,5,158,5,153,549,145,404,0,0,0,"0.00","0.00",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"i3ozGvNFhhNkw2INRLT4","""802 Subaru""",9,128,12,313,9,304,1174,328,846,1,1,0,"0.01","0.00",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I5OlttLOA3AHsUE2aITi","""9999 Auto Center """,0,2,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
"1FcsvylbzJ5Mb8erRJSM","""9999 Auto Center (A2P Failed)""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGr2noeM3XZjU6wkWffq","""A-Star Motors""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ratauLKBzufRDdjGyMFk","""Addison Chevrolet Buick GMC""",4,15,1,55,3,52,105,14,91,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1oiGNPDcZEjX2KhITth","""Addison on Erin Mills""",4,46,7,116,6,110,664,168,496,1,1,0,"0.01","0.00",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEMpZQGuqkAeXLfaS9uD","""Advantage Ag & Equipment, LLC""",2,17,0,70,1,69,271,80,191,0,0,0,"0.00","0.00",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ny7KPLPioDQeEa4gLD77","""All Nations Power Drive""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sN1TK8BvHWAQGkSTBAO5","""American Direct Auto LLC""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zxOftYWMDiU1szRSyEqa","""Applewood Nissan Surrey""",0,67,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"al5IXSq1y3pBsAHpi5Ua","""Auction Direct""",0,5,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybMoKG4pJ9D8m70iQKiN","""Audi Cape Fear""",8,89,11,251,8,243,1649,618,1031,4,3,1,"0.11","0.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXNeq12KxMpvy6hZzj5K","""Audi Richfield""",7,103,11,269,12,257,1106,271,835,1,0,1,"0.00","0.00",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRzQGwC7sJXsuHeAXcWy","""Audi Valencia""",4,419,32,562,22,540,6763,1885,4878,120,120,0,"0.01","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tmD8t0Mo1y1BR9lZ23vp","""Auto Boutique""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2NvvHMUzn3OaTMVB9YUe","""Auto Capital USA""",6,104,10,341,5,336,1396,349,1047,9,7,2,"0.04","0.01",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z8BYBP3xWhoucjsyiG93","""Auto Finance Center""",0,5,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,1,1,0,36,21,15,5,5,0,5,0,0,0,0,0
"kNZSw85pORytNAIs6t8O","""Auto Hut Sales""",2,25,3,39,0,39,284,97,187,8,2,6,"0.03","0.02",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aWPId9zR2ilasXdPbx4Y","""Auto Mall 59""",2,14,0,17,0,17,103,34,69,1,1,0,"0.00","0.00",2,0,0,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0
"X6xgVmZv1qI5hq1yVEHu","""Auto Palace""",0,327,0,0,0,0,4,4,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sw9hAxWBsDNtQfrSEYMm","""Auto Planet""",0,0,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"vOofc4Ppo2O3zJdFdX1R","""Auto Planet Durham""",0,0,0,4,0,4,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQwSOXtj0nH7XL1zKL1U","""AutoMaxx of Aberdeen""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMT3SSLUzDUnbeqaqt7Q","""Automaxx of the Carolinas""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VV8YlH21kFyXfDLuGkfZ","""Autoplex""",19,3824,144,224,4,220,13119,3072,10047,2091,289,1802,"5.95","22.23",101,0,197,0,0,0,35,23,12,1850,886,964,0,0,0,0,0,0,0,0,0
"ntEdUjtiCfuKmzuNbupe","""Autoshow""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U1ZSFqsuRBaUrK5GJUGF","""Autoshow Winnipeg""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36GyvnX5XcEwqmXGNvLD","""Autova""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0B1IgrNcjUXUulEOj7mA","""Barnes Harley-Davidson Kamloops""",4,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jlsng0Xz6YE0tMWPikMv","""Barnes Harley-Davidson Langley""",10,11,3,287,13,274,877,175,702,1,1,0,"0.03","0.00",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"qVZSoVHKfmSkYEdTLG9n","""Barnes Harley-Davidson South Edmonton""",10,1,1,77,1,76,305,74,231,0,0,0,"0.00","0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5yzaWHXah7ZOYjfFJg9","""Barnes Harley-Davidson Victoria""",5,0,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T0GtqbyyxcWXgaKDyKHX","""Barnes Powersports - Victoria""",7,0,0,25,1,24,37,8,29,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ia6SRHj51W3xgWqb4nBj","""Barnes Powersports Blackfoot""",4,0,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wdjkM3ecsH4pAY3FGxun","""Barrie Kia""",4,74,17,467,7,460,1724,428,1296,5,3,2,"0.07","0.00",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4RJRnJkfcK7EXN7yVZld","""Bay Area CDJR""",0,17,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"l7VJqAfblcnAQ6KEbh4v","""Bay King Motors""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UkVnFs7cWywo5uAurPH7","""Big Rock Powersports and Marine""",0,1,0,0,0,0,1,0,1,1,1,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"qHt549oy0anFHAUXkwmD","""Bill Cramer GM""",11,182,18,484,6,478,2939,758,2181,13,13,0,"0.03","0.00",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3nywG6f6aHJ7VT7jF9De","""Blackmans Cycle""",2,10,1,7,0,7,68,29,39,0,0,0,"0.00","0.00",0,0,0,0,0,0,29,16,13,0,0,0,0,0,0,0,0,0,0,0,0
"CpIldgBSWTaxe67Jmfgq","""BMW of Akron""",7,96,11,303,14,289,920,218,702,3,3,0,"0.03","0.00",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hQwx6TZgDnrbHuA8q6Bq","""Bob Bell Chevrolet""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PxRzNtCShskeRbKqbLam","""Bonnyville Dodge""",1,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qj200F6HMPAES2KkfMvt","""Byers Chrysler Dodge Jeep Ram""",5,167,7,517,32,485,1095,320,775,2,0,2,"0.00","0.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX0N1ePkVGtpJHqHT0Tn","""Cactus Auto""",2,290,51,935,38,897,5295,1736,3559,27,25,2,"0.06","0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iit00TEo3LspPokJduFz","""Cam Clark Ford Richmond""",1,5,0,0,0,0,45,0,45,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,4,1,3,6,6,0,4,3,0,0,0,0
"RMMkdOgBaw5tjVTzSeQ9","""Camacho Mitsubishi""",5,808,120,5573,15,5558,12182,2174,10008,65,62,3,"0.25","0.00",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eoASP1WRBW4tGSwqwdwH","""Cambridge Kia""",11,80,11,203,22,181,542,75,467,1,1,0,"0.02","0.00",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wIf7apLWjOPp4KF4XbNM","""Capital Dodge""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fdsNOmyrukTXIVLozjhz","""Car Lux""",0,10,0,1501,0,1501,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"got3B6hYF1xzab1gr33K","""Car Source""",2,125,15,446,8,438,1303,317,986,10,10,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0FIQz43wdUXI8Gxh2kjA","""CarDoor""",0,0,0,684,2,682,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A9DfuOsPIY9cXqTlK2RP","""Carget""",7,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3GvaLXXbVXtRhv17FCuj","""Carget Automotive""",10,56,8,162,5,157,840,281,559,4,4,0,"0.04","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VMGJ7yyTBvbZ732UubZD","""Carget Supercentre""",8,43,5,99,8,91,484,181,303,3,3,0,"0.00","0.00",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KX9lbzYfThCBP4HotkCn","""Carousel Pre-Owned""",7,200,17,282,20,262,1068,306,762,2,2,0,"0.10","0.00",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NVXF5gZF3kjf679VC2J0","""Cars 4 U""",6,205,30,665,9,656,2850,790,2060,10,9,1,"0.28","0.00",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6q1a0JvN5bPP8FGxVi1T","""Carter Acura of Lynnwood""",8,105,8,273,9,264,1050,250,800,6,3,3,"0.00","0.03",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pXeSNPxtibHifgrQilnF","""Castle Honda""",10,50,10,254,10,244,483,138,345,2,2,0,"0.01","0.00",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KSufZvyZN9EI4sqQ8hj1","""Central Auto""",1,45,15,197,4,193,1113,315,798,4,3,1,"0.03","0.00",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QTMypCATZEthbwMJsSnB","""Central Chevrolet""",20,128,14,419,19,400,1081,220,861,9,6,3,"0.02","0.03",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WCCxwrDawIpH6ikoeDY2","""Chapman's Paris Honda Yamaha""",5,14,0,19,0,19,274,102,172,3,0,3,"0.00","0.09",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1kplk9I8DRcQ8V3zaNX","""Choice Automotive""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sB6KffhC9Z6eGePUVxQ9","""Chuck Stevens Dodge Chrysler Jeep Ram Fiat""",0,0,0,10,0,10,261,122,139,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ogMPcTXOM6dezCDbNfa","""Clawson Motorsports""",8,239,19,570,2,568,2779,594,2185,8,8,0,"0.12","0.00",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"t4XY4PO4iXZHiwt82WoL","""Clinton County Motorsports""",6,49,7,139,0,139,685,218,467,2,2,0,"0.00","0.00",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iXENUJB4Lb59CcCV2Em9","""Cold Lake Ford""",3,12,1,51,3,48,196,45,151,0,0,0,"0.00","0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZEHTVXVOWhODFryIuLkw","""Corona Nissan""",0,10,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,22,22,0,2,1,1,0,0,0,0,0,0,0,0,0
"E99pirJExF5ST8ljyNbG","""Corpus Christi Mitsubishi""",11,63,10,2477,9,2468,8295,942,7353,13,12,1,"0.06","0.01",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3nV237CfD5RoY6yc3ovw","""Cos Central Auto""",1,55,12,195,13,182,800,262,538,1,1,0,"0.03","0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1JwanSR3tccdKjIxn9c","""County Wide Powersports""",5,17,7,1254,34,1220,2544,664,1880,14,14,0,"0.41","0.00",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jnpz9nbRCij8bh68q4Ia","""Crowley Kia""",8,296,15,922,26,896,2210,502,1708,16,15,1,"0.07","0.01",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zpi2nIxSM4fUCafZMyoc","""D3 Auto Sales""",0,0,0,3,0,3,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HlWKSIMMaPbRpJ0iOPkI","""D3 Chrysler Dodge Jeep Ram""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YxAWhDsZ5iughPtX8Ohr","""Dayton Toyota""",1,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sQrZvyxrn4KN13mtRl5M","""Dealership Accelerator""",8,540,114,2667,401,2266,321,18,303,20,9,11,"0.07","0.52",235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nRgx56VaviqAAnyxpUdF","""Deland Motorsports """,10,293,19,612,35,577,3000,858,2142,15,15,0,"0.02","0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JccqyapOXJEy6AV1cXsL","""Delta Powersports-Fairbanks""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hReoV40FG3UGR2xqXs7U","""Denny Menholt Nissan""",5,38,4,150,4,146,316,56,260,3,3,0,"0.16","0.00",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oRzjtAhVxQAXH9DMWpS1","""DGL Motors""",0,1,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRsU6hYBsGYriY2E1YGa","""Diamondback Harley-Davidson""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4XUrmhG9DAv6Z1ILKiyE","""Discovery Nissan""",7,163,4,591,7,584,2175,503,1672,7,7,0,"0.03","0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5atWj5Sk1UN1MK5wlftp","""Don Robinson Mitsubishi""",7,102,6,257,5,252,467,91,376,5,4,1,"0.02","0.01",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0eRFvahL732ruvE7qPtp","""Down East Powersports""",2,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iHzlaFTKGRLuVp920DGX","""Dream Work Automotive""",11,335,123,1391,49,1342,7600,1874,5726,246,85,161,"1.84","2.28",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wg3lQyxqmgOi6VNcS65u","""Drive Philly""",8,434,27,1463,28,1435,5095,1143,3952,12,11,1,"0.14","0.00",51,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0
"Rl0EBaM0pi99iqiUFyQ3","""Dueck Downtown""",10,25,2,230,0,230,650,103,547,3,2,1,"0.03","0.02",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"j4DLjxuxVhuePRadWuRB","""Dueck on Marine""",9,15,0,47,0,47,288,51,237,1,1,0,"0.02","0.00",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7j7Y9PNGFUhtG3TqOOEx","""Dueck Richmond""",13,215,6,434,15,419,2512,491,2021,7,7,0,"0.02","0.00",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9gSXmwnSAPRSb5lysbSO","""Eagle's Nest Harley-Davidson""",4,94,6,455,2,453,773,141,632,0,0,0,"0.00","0.00",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B6XwClf1q8JQZZV1Bmsn","""Eagle's Nest Harley-Davidson (Duplicated)""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MhVxPaTv1Zo4ZvyBNZxR","""Easley Mitsubishi""",1,237,27,1326,4,1322,4166,1011,3155,11,11,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0r2o4eU2oV1nQAM5T8U","""Eastside Motoring""",5,212,30,658,0,658,2148,639,1509,448,42,406,"0.53","3.67",0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0
"PKcaqs0s2fxxefFvw0SZ","""Easy Deal Auto Brokers""",3,65,10,268,4,264,870,183,687,6,6,0,"0.03","0.00",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gvl2QTd0f8spnBE9r9jJ","""Echo Valley Motor Products""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"i5WM8rcb3XONi7dIyp0X","""Edwards Chevrolet Buick GMC Cadillac""",21,549,55,2165,60,2105,6800,1837,4963,156,25,131,"0.67","2.27",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ltp2hDye6y530cjXYQXN","""Edwards Chrysler Dodge Jeep Ram Council Bluffs""",9,5,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"mMpGemGhQPKZfQDqGaDf","""Edwards Chrysler Dodge Jeep Ram Fiat West""",22,181,27,635,34,601,2940,825,2115,21,19,2,"0.71","0.01",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NHCphhnWANoIT2pLmxSp","""Elway Powersports of Lincoln""",4,0,0,14,1,13,39,2,37,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pV3OK028JVASAD6LTWmq","""Energy Powersports""",6,183,11,620,31,589,2455,784,1671,4,4,0,"0.17","0.00",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GG3ulKD4jCuUqovSLqSf","""Enzo's Auto Sales""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
