"ID","Name","Active users","Contacts","Number of appointments booked","Total Emails","Inbound Emails","Outbound Emails","Total Text messages","Inbound Text messages","Outbound Text messages","Total Calls","Inbound Calls","Outbound Calls","Inbound Call Duration (hours)","Outbound Call Duration (hours)","Form Submissions","Survey Submissions","Facebook Lead Form Submissions","GBP Messages","Inbound GBP Messages","Outbound GBP Messages","Total Instagram Messages","Inbound Instagram Messages","Outbound Instagram Messages","Total Facebook Messages","Inbound Facebook Messages","Outbound Facebook Messages","Reviews","Google Reviews","Facebook Reviews","Positive reviews","Negative reviews","Sites Created - Funnels","Sites Created - Websites","Sites Created - Forms","Sites Created - Surveys"
"cGEKsljCnuIqwcWpFD7a","""Oakley Auto World""",9,127,20,698,32,666,3420,950,2470,307,49,258,"0.78","4.95",56,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0
"Wxh2KdjHalqy3OzRJ07l","""Oakville Chrysler""",0,48,0,0,0,0,10,10,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s2ZEwvkuvHsFJjhI4oez","""Octane GMC""",7,111,11,293,12,281,1240,337,903,5,5,0,"0.08","0.00",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mnl5o68v3UTsfKl2NZ3Y","""Outerlimit Powersports""",4,20,0,106,2,104,277,55,222,3,3,0,"0.00","0.00",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"beGUso4Gxqul2olAkkzF","""Overstock Vehicles """,13,350,35,2304,52,2252,6890,1729,5161,103,16,87,"0.23","0.53",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rpT1XXrNxx8XVHV1F4fh","""Paris Harley-Davidson""",2,16,1,171,7,164,448,59,389,1,1,0,"0.00","0.00",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"t2KCB1UXqx5f2vy8p1Ie","""Pembroke Chrysler Dodge Jeep RAM""",9,64,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dS3cUcfvRDG397LjPHAw","""PEMBROKE HONDA""",0,5,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"iYxsPb0badJ1md291ffY","""Pembroke Nissan""",0,5,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"RCIG5vFJaHaRzQRLV2DP","""Peterson's Harley-Davidson South""",2,0,0,32,0,32,148,20,128,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"owny38a3rpQIBKD03sDA","""Phillip Hawkins Motor Company""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmwqWnmPs3d7nZBplgEW","""Platinum Cars""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9SibgVagrrrK6Xuy2YS9","""Poughkeepsie Nissan""",0,1,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA1aFmkxGU31Qjt1tqKq","""Powersports of Utica""",7,59,9,219,7,212,1279,350,929,5,2,3,"0.02","0.02",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oa4H83MS3OMuxvjUvZrI","""Premier Chrysler Dodge Jeep Ram""",11,163,19,753,11,742,2721,753,1968,15,15,0,"1.40","0.00",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CvwQfdQ7Ua0VNtTmaeCF","""Premier Mitsubishi""",1,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XDaT2BQSJew4UCZMcX9M","""Prescott Honda""",5,201,12,524,21,503,2147,676,1471,5,5,0,"0.06","0.00",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ponJsUVI3ZCtQ1Mf8xav","""Prescott Valley Kia""",1,112,3,310,1,309,963,288,675,3,3,0,"0.01","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XsF2uksbQ7wv6Qe3CoKJ","""Puente Hills Nissan""",0,0,0,0,0,0,11,11,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HHdMr5af3zOWAB5uGtFX","""Quality Buick GMC""",4,204,13,1113,13,1100,4007,921,3086,25,21,4,"0.08","0.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m2HId3etwPBDcWlm2RKJ","""Quality Mazda""",4,684,19,3459,9,3450,7374,1514,5860,14,14,0,"0.06","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5y9nj2ufyt5T3r8sYQzl","""Red River Nissan""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8DppPnKy1pWMstpwbpiy","""Red Rock Ford Of Dickinson""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9madBQsu2e8y0E6OjR9X","""Red Rock Harley-Davidson""",4,42,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"O8zxckNtUyHlQTr17jrW","""Register Chevrolet""",0,0,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7sapT2SmsjkwRS6oUBmm","""Reno Auto Warehouse""",1,116,14,452,8,444,1844,535,1309,1,1,0,"0.00","0.00",0,0,0,0,0,0,8,4,4,7,2,5,9,9,0,9,0,0,0,0,0
"SrEFsj6xejY1M0lrV73K","""RiderMarket""",6,128,7,267,15,252,1500,475,1025,86,22,64,"0.87","1.52",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMp1M4hsA7DDYpJ8rHs0","""Riverview Ford""",2,75,1,224,4,220,977,203,774,3,3,0,"0.02","0.00",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yb8HdUJKIEgrtijtXrmY","""RJ Powersports Fort Dodge""",2,6,0,0,0,0,2,0,2,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"ghTTwIlLtTXiUvotW1CL","""Rock Hill Powersports""",7,94,9,399,14,385,1520,407,1113,8,8,0,"0.05","0.00",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KJgVBVWU9icBZDlN4Pyc","""Rocky Mountain Yeti Jackson Hole Jeep Ram Chrysler Dodge AEV""",5,34,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"L6Q49xWC2g2pY4qoERKl","""Rod Hatfield CDJR""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0
"Y9lnT7IEYV0C2zHXTr7N","""Rod Hatfield Chevrolet""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0
"F9XeCSvHeOQbLhxOKs0A","""Rod Hatfield Chevrolet's Account""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e3e1HeMSxTl9IbAOueGi","""Rod Hatfield Used Car Factory""",0,1,0,0,0,0,1,1,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cPWLw52HelrIcFVxNf0p","""Rogersville Chevrolet Chrysler Dodge Jeep Ram""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gIFI704IzpxtSjVGkJw3","""Roswell Honda""",5,97,5,156,6,150,858,194,664,7,7,0,"0.03","0.00",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DestJipwOaTemPI6FNMu","""Route 1 Motorsports""",6,75,8,217,2,215,1055,331,724,3,3,0,"0.00","0.00",2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,1,0,0,0,0
"9Tu1KT10inbXHRQFm2Ow","""Royal Ford Motors of Cooperstown""",2,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OZlS3abVVx6ESeHNbne8","""Sams Auto Repair & Sales LLC""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIGmD2rBz3m4zYph5Iio","""Santa Motors""",3,117,19,445,10,435,3053,1101,1952,16,16,0,"0.48","0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jzcAB7jyT578IUyNi4I7","""Saskatoon Auto Connection""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fmxvj4P7CbUSY4FrjPRg","""Schoner Chevrolet""",7,117,10,315,12,303,1691,399,1292,1,0,1,"0.00","0.00",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BcmpoDbnGVtfG98LrfbN","""Schrier Automotive""",6,78,2,258,3,255,697,128,569,1,1,0,"0.00","0.00",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mm1TFhVDy5UbT5C1fcKm","""Scott Robinson Chrysler Dodge Jeep Ram""",0,0,0,9,0,9,44,2,42,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SrjV1jWGEz18ZagtbbF8","""Scott Robinson Honda""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8BeCsjcYy6KvTMtzDGIl","""Scranton Powersports""",6,0,1,40,1,39,162,33,129,3,3,0,"0.12","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zKr2P71zY5yp6Olv45xm","""Shane TEST""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hCUUJdAz5MEGZW64CGYO","""Shortline Buick GMC""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"qqVDxpP3JusJFScVVQSY","""Sign Drive""",2,79,10,312,3,309,1455,446,1009,4,4,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35kRZ5ucEpqIyBBskKQ0","""Signature Auto Group Florida""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5Y4y7DfnNm5bhelcFPGu","""Simi Valley Chevrolet""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37s1wujLpat4N3Qr0Zdc","""Simi Valley Chevrolet (Failed)""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fJjmsR8zXnoxEWg4sYmQ","""Sky Powersports""",10,199,8,363,41,322,3957,1668,2289,185,57,128,"1.17","3.32",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"QUMI2dvGlt5VAO9UKtuf","""Smart Auto Financial""",0,0,0,4160,0,4160,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZtsQXkwh53HKR7ZIS1AA","""Snapshot Account""",0,3,0,0,0,0,0,0,0,3,3,0,"0.01","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hFGaVIFj2Rs1cHoC35bz","""SONS Kia of Montgomery""",6,285,29,842,23,819,3370,745,2625,19,13,6,"0.09","0.25",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7X0LithOJyo6sIgCbj0y","""Sound Harley-Davidson""",5,34,1,61,0,61,603,133,470,1,1,0,"0.01","0.00",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m2WYkI14bo22a9Ok740T","""Southern Wholesale""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uLkccajJe9QTZ2hazgHC","""Southside Dodge Chrysler Jeep Ram Fiat""",7,143,15,278,4,274,1298,371,927,1,0,1,"0.00","0.00",10,0,0,0,0,0,27,12,15,0,0,0,0,0,0,0,0,0,0,0,0
"LYneGdqVWf5eX785rFc0","""SPARTANBURG CHRYSLER DODGE JEEP RAM""",4,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FWicwiTJwElcnYiglNwg","""Spicer's Boat City""",8,87,6,308,14,294,1443,412,1031,8,8,0,"0.00","0.00",39,0,0,0,0,0,0,0,0,41,20,21,10,10,0,12,1,0,0,0,0
"hUzwv9ALOfXgjGPsmn0W","""Starview Ford""",6,87,15,50,22,28,2403,713,1690,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nFhZqTSqSje6x71TC40n","""Stoneham Ford""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"YRSU816XPMVP6dukVbGS","""Strawberry Road Auto Sales""",12,370,57,680,10,670,4874,1237,3637,38,19,19,"0.32","0.35",55,0,59,0,0,0,0,0,0,49,20,29,0,0,0,0,0,0,0,0,0
"u7DrlN4RxqAiUJejmRYD","""Sunny Mitsubishi""",10,725,32,1079,17,1062,3798,971,2827,19,15,4,"0.05","0.03",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGDZbBcVZgNYSrfUQzHF","""Superior Mitsubishi / Anyonerides""",0,11,0,639,0,639,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0
"cfqZA0fqF7I5sdAzxLX5","""Surf City Nissan""",0,0,0,0,0,0,1,1,0,1,1,0,"0.01","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yXCSfIidhtFVDUuY20D6","""Surf City Nissan Failed A2P""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hcvtidyM9me5crJ1XvJO","""Tallassee Chrysler Dodge Jeep Ram""",13,225,25,1180,25,1155,3044,632,2412,16,10,6,"0.23","0.03",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"l5M2CdMS7J9JHORdNeMK","""TapLane Auto""",3,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"piExZLoKPMZgv9jYMISa","""Tate Branch Autoplex""",0,0,0,0,0,0,1,0,1,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ycxWtLAPhcHNC9H0vfL","""Terry Cullen Chevrolet""",8,556,42,2166,18,2148,5192,961,4231,41,13,28,"0.33","0.28",127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ene7q57R5ZnfyynY9MEt","""Test Autos (DEMO)""",0,48,0,0,0,0,109,14,95,10,0,10,"0.00","0.23",0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"SM3NTWafJyeGrwO8JEy4","""Testerones""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N89nqjTjZafALRZbKNRk","""Texas Truck Barn""",3,174,19,862,20,842,3621,1024,2597,11,10,1,"0.35","0.00",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mLXvHAGPSUSNJE5bw1Q3","""The Auto Lot""",9,358,34,315,7,308,1582,212,1370,2,0,2,"0.00","0.06",125,0,13,0,0,0,43,23,20,2203,1077,1126,0,0,0,0,0,0,0,0,0
"QwvFxQvBldaTzgV7HZzO","""The Car Lot""",0,1,0,0,0,0,3,3,0,1,1,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wpMRElQLb8vSzubmtX47","""The Truck Farm of Easley""",1,2,2,214,0,214,668,114,554,4,4,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blPMgMdWGUAkVD3atTpu","""The Truck Farm of Greenville""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPtxIAnAT4A5DdjeNbfS","""Thompson Buick GMC Cadillac""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R5IuLTdRm511hHLdisSQ","""Tincher Williams Chevrolet GMC""",4,71,4,288,3,285,874,214,660,5,5,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0NrCg4WFlAS4dFfCKX4f","""TLC Motors""",6,69,7,153,5,148,495,110,385,1,1,0,"0.00","0.00",0,0,0,0,0,0,10,7,3,28,16,12,0,0,0,0,0,0,0,0,0
"5S3t3yd6PKZJ7g73e6AE","""Toothman Ford""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jaXPFGmunYe4ITi92oSF","""Toyota of Hemet""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AXQaVl4nfXtDAhtv2K6G","""Toyota Vallejo""",6,332,22,934,46,888,3778,811,2967,13,13,0,"0.26","0.00",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yBk9oS99tqV74LuA74ou","""TradeUp Chattanooga""",0,5,2,0,0,0,136,57,79,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FHuw9UqYTqrkmt8goKkz","""TradeUp Cleveland""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E48J1e57W8fszjHOjNA8","""Turbo Motors Inc""",0,0,0,16,2,14,302,102,200,1,1,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"qNBuiYQi8tfTDE2pEumH","""Turlock Chrysler Dodge Jeep Ram""",4,77,6,338,7,331,1559,442,1117,75,18,57,"0.33","0.80",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"brzCuPPgYY9lhBFx7722","""Turner Chevrolet""",11,283,19,838,10,828,2979,756,2223,7,7,0,"0.05","0.00",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LxYY1qkD6439bpulE7tP","""Udrive USA Auto Exchange""",0,5,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"tGPuhMJ0fOxb7atFIF3V","""Unique Classic Cars""",6,0,0,219,67,152,465,160,305,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ksivFz1wJjV99hvdtKF","""University Volkswagen Mazda""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JM4F6uD7PTXPH5g35MzS","""Vancouver Mitsubishi""",9,5,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"EqmcG0xdPRcGIfqQWK7g","""Velocity Powersports Charleston""",7,68,24,590,8,582,2108,532,1576,8,6,2,"0.07","0.04",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KB4L03h3lDu29ud1R9z8","""Velocity Powersports Ladson""",10,396,22,389,11,378,3663,703,2960,4,4,0,"0.05","0.00",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BxGcEWXxA4hW8zv7LP5b","""Velocity Powersports Orangeburg""",8,65,16,397,14,383,1854,570,1284,6,4,2,"0.00","0.00",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OaAGlDZt8Xvy3Gay4l1U","""Vernon Chrysler Dodge Jeep Ram""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"vduie97CwLfoYjTJOXul","""Volkswagen of Akron""",6,70,8,217,5,212,1080,284,796,0,0,0,"0.00","0.00",0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0
"MBcyhQPO7YevWcgCvGSm","""Volkswagen of Macon""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rSD01k81WB5vp54tjdta","""Volv Ventures""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4Lix25pI5SNQa9Bcqyj0","""Westside Motorsports""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dfc0b0mAwc3wL1hyhO04","""Whiteside Chevrolet GMC""",14,51,11,180,3,177,1074,345,729,2,1,1,"0.00","0.01",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"y5PRpcrX4mpDrjo3Cbyb","""Wilcoxson GMC""",4,37,3,99,1,98,403,81,322,0,0,0,"0.00","0.00",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8T14bXhYXnsxoYjgc934","""Windsor Hyundai""",9,141,27,423,12,411,1925,537,1388,2,1,1,"0.02","0.00",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iwvG1RwxWI8bHnmZVhE0","""Woodstock Harley Davidson""",0,13,1,48,1,47,229,68,161,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GKSCPCR3tFUJE132xa4h","""YEG Drives""",2,14,0,6,3,3,5,1,4,0,0,0,"0.00","0.00",0,0,0,0,0,0,19,12,7,18,6,12,5,5,0,5,0,0,0,0,0
"rqt6ogxp7QFNTPtduKfo","""York Dodge Chrysler Jeep Ram""",5,82,0,160,8,152,529,146,383,4,4,0,"0.01","0.00",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49PziYXBVbkNycHZeXyh","""Yorkdale Dufferin Mazda""",9,80,32,376,34,342,1238,354,884,3,2,1,"0.08","0.00",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jl9963Xew2VnuRywDAHg","""z - KG TESTING Account""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TQkE5moOhShyA027feF8","""ZipZappityZop Account""",0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0